gene	importance
Cst3	0.03687118677599755
Ctsd	0.026752266771792908
Cst7	0.022815592281209083
Gfap	0.021897847137323644
C4b	0.016811501505670182
Ctss	0.016556780938630795
Apoe	0.015414828016090875
Tyrobp	0.013891200874273464
B2m	0.010545884492897489
Ncald	0.008018421762890762
Sncb	0.007982356408896251
C4a	0.007769007347208719
Lypd1	0.0076863639076561385
Rasgrf1	0.007472728526949055
Thra	0.007151896828221569
Timp2	0.007141251641012756
Clu	0.007111716525978004
C1qb	0.007105700846750582
Cpe	0.006898723277679377
mt-Tf	0.006825214210299688
Gm10073	0.006751930428789973
Gstm1	0.006656344944371458
Pura	0.006628900933964581
mt-Nd5	0.006626316029802726
Pkm	0.006596375133886843
Hexb	0.006593448369896093
Hspa8	0.006520561704357993
mt-Tc	0.006513427331612665
Trf	0.0065029809723968724
Cd9	0.006487429850709449
Gm7618	0.006476112930274275
mt-Tv	0.006293224489616705
Lamp1	0.006279805001548769
Tspan7	0.006214406660302806
Ndufa4	0.006213984212125659
Malat1	0.006205821519973408
Fth1	0.006188895761790306
mt-Nd2	0.006150277377462519
Penk	0.006145869670691845
Rpl37	0.006099383202498601
Pip5k1a	0.006093126294364394
Ctsl	0.0059947004578646094
Gm17511	0.005963459222511016
Ckb	0.005959282250687327
mt-Ta	0.005939839035955401
Gm20721	0.005936965097995958
Stmn1	0.005925977207944083
C1qtnf4	0.005885147173051456
Cox6c	0.005862989625191778
Podxl2	0.005809902865604566
Rplp1	0.00579384257539917
Pcsk1n	0.005753311100059283
Lyz2	0.005732016226370051
Ptgds	0.005730061129006154
Pebp1	0.005723708295375977
Cox4i1	0.0057213409557134816
Gm8326	0.005706767434243057
mt-Rnr1	0.005698719926462736
RP23-269H21.1	0.005694646576121323
Cd63	0.0056785233854317
Mt3	0.005589124745356229
Gm10269	0.005585146911518594
Scn1b	0.005574708305346444
Gaa	0.0055431309816479256
Tpi1	0.0055162172010992695
Enpp2	0.005496920768889557
mt-Nd6	0.005475571564252845
mt-Tl1	0.005449510397245784
Rack1	0.0054476265079674725
Slc1a2	0.005413673348903309
Rtn1	0.0054106661620628585
Sparcl1	0.0054073384904937995
mt-Nd4l	0.005360355428404464
mt-Tw	0.005354116185579683
mt-Tp	0.005324936433646359
Eef1a2	0.005313386222903168
Gm7808	0.005312746258808162
mt-Nd3	0.005246968138189225
Emc10	0.0052225753431125
mt-Tl2	0.005214826603378417
Purb	0.005211890291215746
Uqcr11	0.0052113055650611145
Nme7	0.0052037077717815424
mt-Te	0.005198641692140657
mt-Atp6	0.005141015399852515
Ifi27	0.005122753537871163
Gm4750	0.005118886984418085
Sez6	0.005103224719431781
Gm11410	0.005067804255872205
Ncdn	0.005062815240178511
Bsg	0.005037604027803567
AC149090.1	0.005036091250048394
Mir703	0.00502169605044848
Dnm1	0.005018646151219834
mt-Tm	0.005016315014600254
Serpina3n	0.005014532986168321
Atp5d	0.005010518618393505
Rps21	0.004986791045744881
Lrrc17	0.004982183772111908
Gm10076	0.00498008352371373
Gm42418	0.004973948588330049
Grina	0.004891760826432832
Prdx6	0.004858589763205285
Ctsb	0.00482386554198019
Ttr	0.004811541589621068
Npc2	0.004792883316982611
Atp5a1	0.004731734182382557
Actb	0.004721427455216563
mt-Rnr2	0.004715484228936741
Lars2	0.004711667014694708
mt-Tn	0.004695567777876659
Gm29216	0.004683646860808471
Csf1r	0.004683248662479138
mt-Ts2	0.004675234952303689
Cox6a1	0.004662569005945434
Mios	0.0046534283810400045
C1qa	0.004637600224112712
Atp5b	0.004630657288839892
Psap	0.004629809981044974
mt-Nd4	0.004594326414623423
Gm17494	0.0045907887306581695
mt-Co3	0.004567987640848259
mt-Cytb	0.004563368473939194
Supt7l	0.004533022405356769
Hsp90aa1	0.004489903851150718
Ift46	0.004482700501299077
C1qc	0.004480835570226125
Ctsz	0.00444878868942729
Hexa	0.004443446420751621
Rpl28-ps3	0.00438532662791347
Rn18s-rs5	0.004370274917658555
Gm12155	0.0043538135185851225
Gm20594	0.0043457224969498005
Gm26917	0.004341806943825287
mt-Co1	0.004329969737693742
Ctsa	0.004234856658073635
Gm28438	0.004197520223816801
Trem2	0.0041327948226904465
Gm26723	0.0040737408950216715
mt-Nd1	0.004042796860407528
Ly86	0.004020573848781753
Gm10925	0.003996047650952204
Fcrls	0.003959475770599423
mt-Atp8	0.003901003486391482
mt-Co2	0.0038800026518282338
Gm15564	0.0038406563720761937
Gm28661	0.003780559072661515
Laptm5	0.0037766334817499058
Fth-ps3	0.0037695131576149688
Gm14138	0.0037589414643487114
Gm13341	0.0035230391255398927
Slc14a1	0.003296649425750784
Gm28437	0.003213233872903789
Gm2367	0.0031766840987988657
Mir6236	0.003138056513192181
Fcer1g	0.003133208288758804
Fbn1	0.0030682053372019565
Cachd1	0.002931856303135548
Cd68	0.0029091897064665913
H2-D1	0.002823700043037456
Mpeg1	0.002822901559626201
Cd52	0.002671367990581429
Ccl6	0.002610056551323172
Cd74	0.0025176876104069505
Lgals3bp	0.002515053523287753
Fcgr3	0.00250352125964366
Cyba	0.0020897244651994513
Spp1	0.0018360152155385333
Mir6240	0.0017874672498448918
Lag3	0.0017015886967765138
Tbx1	0.0016535047343474978
Cd14	0.001626881445208506
Itgax	0.000998642108349201
Clec7a	0.0009611797236519293
Lyz1	0.0007128181013735652
H2-Aa	0.000689401838656228
Gm45212	0.0005806810323100137
Gpr55	0.0005594718431958135
