	Sez6	Tbx1	Gm45212	Cst7	Fzd5	Dao	Hsh2d	mt-Atp6	Kif15	Gm26917	mt-Tv	mt-Rnr2	Rpl12	Ccl21c.1	Olfr912	mt-Ta	Ctsd	Taco1os	Gm11033	mt-Co2	mt-Tl2	Slc46a3	Oxt	Gfap	Ccl21c	Fth1	Cst3	mt-Rnr1	mt-Tc	4930426I24Rik	Tyrobp	Ctss	Gm43841	S1pr1	Gtf2h1	mt-Th	Gm20594	mt-Tp	Rps23	Olfr912.1	Lrrc17	Rps27a	Ide	Gm42418	Entpd4	Uba52	C4a	Gm27177	Gm14303	mt-Tf	Trem2	Gm28438	Rplp2	Plp1	Gm10925	Lyz2	mt-Tl1	Cd74	Gm28437	mt-Tm	mt-Tk	Mbp	mt-Co3	Ccl6	RP23-419K14.11	Olfr685	Rpl41	Eno1b	Gm13394	Gm10736	Nr4a1	Serpina3n	Gm20631	C4b	Gm28439	B2m	Cd9	Gm21685	Gm3511	RP23-70B19.5	Gm16867	Gm43743	Arc	Clec7a	Rps16	Lars2	Sept5	Dxo	Cox8a	Gm13999	Rps21	Gm8464	mt-Tq	Ttr	Ly86	Cd68	Rps12	Ccl21a	Gm4750	Gm7079	Gm20430	Gm15728	2810433D01Rik	Rpl30	Gm11425	C1qc	Glul	Atp6v1b2	Hs3st2	Rplp1	Rimbp3	Ctsz	Gm14859	Gpr55	C1qb	Gm9396	Fam205a4	Tpt1	mt-Te	Hexb	mt-Atp8	Ifi27l2a	Sptan1	Dlgap3	Mir6240	Wdr6	C1qa	Rn18s-rs5
9494	-0.27639890903412717	0.007674342541142168	0.04091996563201474	0.6319547878207605	0.02615522975052128	-0.014465767391265765	0.0039087207040639236	-0.016289142865785537	-0.03892767177043612	-0.06542158730817703	0.053103150262919674	-0.06043768060458773	0.06753872485723876	0.7807224192620466	0.03610176458974277	0.022777494949563507	0.12014278040527063	-0.01760011017812492	-0.028195729854017536	-0.038463875927664044	0.04772822379369214	0.009035995569925398	-0.005047240744793752	0.14017210479973674	0.011488655796788327	0.03482622322076562	0.093509754022567	-0.1309766578276177	0.02346871487519134	-0.01668746058022639	0.05792507308971114	0.07237097730422697	-0.016333377685926204	-0.03448771915484891	0.0028861682790282564	-0.005792574834751397	-0.034400673395716695	0.03632800854629917	0.00115230943198203	-0.03732185852207957	-0.09917704236114937	0.007258698067167261	0.0014743338790679853	-0.04115167384595535	-0.010111264931403293	0.023954149764146584	0.010628794754327145	0.006396282738690406	0.03956333381405658	0.020847530042455063	0.04166350658470292	0.011110152464459035	-0.0006027510966782301	0.027233930474577225	-0.00506240427991375	0.03745263885840189	0.03197387290234393	0.007813585985233963	0.07603858935503971	0.05480023250768023	0.019165873225266496	0.0009947811082204252	-0.005493752608554782	0.0013686472873204786	0.03099450247230841	-0.0020563922996162014	0.011148383711172908	-0.019918783487764	0.02491317074144321	0.011683126406677633	0.009932118026041489	0.017270540072364927	-0.006669869839181418	0.003341109706969005	-0.0055304887470696415	0.021155508698535688	0.006966204556805001	0.010706000374904502	0.023775388201886672	0.0011756146859637892	0.013803584941992285	-0.010078481875286564	-0.012184092612982152	0.01615666157867581	0.040563900313703764	-0.02488423393706896	-0.006651606626026376	0.007828207495943068	0.009400271062845428	-0.004110349213692071	0.00749917847154603	0.010248100108517627	0.03240134669721514	-0.0036426508691935213	0.0005069179674965643	-0.005253506528121538	-0.005243920588697644	0.012141696904931859	0.013681428213173584	0.040549284009842104	-0.001928191736043656	0.0020546414857564974	-0.0359466558682336	0.030720272788442807	0.0023397375362447744	0.008699819755991557	-0.01440199942821258	-0.005863660218031967	0.01785573007494769	0.007024334312990273	-0.016269563613047416	-0.00585776586913526	0.007531991276424099	0.016313707334314566	0.003463820250734366	0.0018571251099676917	0.009719123852273682	-0.00422586150632505	0.019925402934909114	0.013451210879923544	0.014040694320802835	9.174834682048591e-05	-0.006932958326430321	-0.02140604490793993	-0.0018551318476255115	-0.015655222767917885	0.04818234735552286	0.002814725032258881
6477	-0.2576539908774447	0.08403055112126087	0.031086782161199287	0.5913730140280676	0.015956368266723503	0.023103859289940007	-0.010516831845465221	-0.04448568490818617	-0.01772183487822955	-0.027422038894895803	0.04362450201000449	-0.07725218288383126	0.048921895271085016	0.7847705431828997	0.0037775200122953058	0.038488964654531534	0.12773879215374184	-0.047334608030326186	-0.03955138771500303	-0.01502946948744712	0.022736127347376976	0.0073985958316845095	0.009114681264168556	0.12285978605811143	0.030061911290967254	-0.017787768941961903	0.089680639551642	-0.08578546079046064	-0.02308564269377623	0.014941898321396753	0.06386604399358402	0.021200375669718673	-0.0523328204804414	-0.010624539403183463	0.002668431227047447	0.006062100871609174	-0.018060693295595596	-0.00030645556294174093	0.006570844864090472	-0.01803252961622435	-0.09281817469101045	-0.01697825786437206	0.02068989551830449	-0.000676490878035763	0.014261470208298333	0.020072781990401065	-0.027932593625363617	0.021419618403153862	0.003915605349883162	0.008252208133027655	0.022144560797215235	-0.021551608551262154	0.008884242417874402	-0.016608705599988966	-0.01944187183937812	0.041407192923568426	0.05190172352203961	0.020414946817074293	0.021727908595763328	0.037005103601852496	-0.006387735213551775	-0.026036927790913697	-0.028446675596825493	0.015143305211813615	0.0013206978230395627	0.010623969697211908	0.00662466835676584	-0.006568434631618843	-0.009041494414390606	0.03467077600017536	-0.02505133508171604	0.003015998809272694	0.012299623510295826	0.011019134491203049	-0.02412220760509646	0.010104865317470546	0.027359776918585873	-0.0009609584899699851	-0.0038994970258465784	-0.0022981212445530646	0.0575292271571538	-0.05675466708235158	-0.03551770738144559	-0.008605828827509307	0.05374335870939759	0.014212912134391185	0.060483312667242335	0.0018600170154648883	-0.000995283278118367	-0.001884610043594053	0.02230800885427124	-0.004219783212095377	0.019277036958876805	-0.038258289644562855	-0.001487259921710387	0.016718232883126138	0.005799555027837042	-0.002625752554000849	-0.0053208104772386995	0.017455879658445566	0.015297796856510549	-0.006244812894884665	0.00030284140342452256	-0.032434426565087014	0.02756122818033165	0.023669883017498044	-0.006916708318263477	0.010169305772294206	-0.004030193691773977	0.043132912181665845	0.05656292985521082	-0.01412101472454462	0.004189372630548192	0.019071112222209266	1.6330137782181282e-05	-0.01032269216446575	0.0009907351313852637	0.019332710416659123	-0.012538798096631323	0.03814995771188344	0.03153103393364811	0.002442426577796001	0.022662524662403226	-0.00022374436506000095	0.015142436844736132	-0.007876356833388732	0.007687545828182611	0.0312937125885133
6008	-0.299737040486978	0.021898786838487228	-0.007838711646560937	0.6279078546303968	0.005599507618458758	0.0007886797881592899	0.004687079379340542	-0.024920951879863627	-0.041217951026512795	-0.07325706037221387	0.043786454282158424	-0.08652986431960312	0.06537014189412178	0.7791186765245314	0.04853476800639655	0.022916138610347032	0.10919310245448671	-0.012933538475719701	-0.041605572319250536	0.010859672878598714	0.048773830730950506	-0.019306938536941563	-0.0035472441823489135	0.10632595111245931	0.01016113683181283	0.015729271756457358	0.10443771561402976	-0.12289595364957144	0.016451776343486938	-0.014646600073476346	0.08693280293439541	0.0417381824465515	-0.016011060606005486	-0.0010979908059744559	-0.008891298810437017	0.0158179334846164	-0.05105153820487674	0.04984564268721762	-0.004651049565936276	-0.024239358035141836	-0.07499052479291009	0.017649427558427477	0.005772683701305116	-0.028399994239654714	0.009897922506585496	0.013887625703874015	-0.010608531864264192	-0.009958201840909437	0.048613527804782834	-0.011688221751289177	0.043220713836752266	-0.003030478115363197	0.006846270409344991	0.01317618242805251	0.01142135013525678	0.046265327915773	0.030288399008820424	-0.004307736716932409	0.10281790254947425	0.026440328651693712	0.01710902056719029	-0.0007742411535735426	-0.0004493269831714035	0.002746666979963022	0.02249782244608521	0.0013265451095195195	0.015116844552797475	-0.000185662546183265	-0.0015239279315760316	0.059062787047009194	0.0006044100686633409	0.010722545416132333	0.003768218447003011	0.04364377978792909	-0.015463623962241968	0.03599789747282767	-0.0004646079083812627	-0.013732110176357134	0.017954337373890423	0.030216102050101466	-0.0047457922800275085	-0.018904246572246475	-0.006271199413023428	0.02690872521626865	0.02230688703542097	-0.010344742350909613	0.012575076119279584	0.015758031557831738	0.004705619566698571	0.00389402525447597	0.023969177678559567	0.008182472028968504	0.01293276719694797	-0.02017866400647436	-0.008111222339437488	0.003395383246786015	-0.005079065560151051	-0.011855087946331777	-0.0014983729225999036	0.018482003503944657	0.02817914371111349	0.001219523716901129	0.020703754470579563	0.012540195693711917	0.022123242172260284	0.01805252853538058	-0.015719814104852986	0.021531339812367607	-0.002299733485951321	0.018850639461324967	-0.01069543701087432	0.00805965533405229	0.023336145768671615	-0.0036497671788498537	0.03685438678061994	0.02569531682562284	0.01650054360403287	0.009404858850356237	0.039480894618755646	0.030075203100950396	-0.014791211753475107	0.019512479809753333	-0.03110262747563621	-0.027416391773035887	0.018348913268643886	-0.002773162748762484	0.02530753330323411	-0.019233736061917264
2317	-0.27239596059312926	0.03577441852996658	0.011979136761721682	0.6187981091549423	0.014298668031304399	0.008421214113042167	0.008001498653204877	-0.02745533486163479	-0.023971732303604994	-0.0647027423345089	0.03327283109200376	-0.08701539656732526	0.048522606194797806	0.7793685531761008	0.0020874561738345714	0.04648506017657844	0.13821718683004966	-0.028279791429725035	-0.016991030134578568	-0.025302870975443828	0.04200984927747926	0.0001629497234036599	-0.012050014312382725	0.10437403936102198	0.023393584809462634	0.009833347522573456	0.1207448226334371	-0.09389683875731202	0.014924752184974972	0.003532485186768645	0.08231256655788458	0.06217027608235313	-0.006886777129890237	-0.0032386741699262363	0.01833074582745267	0.00609726632722441	-0.05287656465171215	0.029417227402518335	-0.012677789872176081	-0.02957137525761449	-0.10727180106990526	0.005646070789264155	-0.004530900677521369	-0.044138537128798894	0.02335949518742645	0.030930029841134115	0.009066952133995313	0.007744428875852698	0.054736927730598045	0.03768801193876149	0.03139787267252929	0.028618952358839933	0.0086218846662415	0.001911104440785949	0.026355474626839234	0.06260709256608252	0.06820601772125202	0.008516500764348492	0.09433684616466655	0.049284452174780655	0.011875898342711825	0.04087892263775712	0.007034704891888394	0.012871038042961738	-0.014561960367154023	0.008170503296166214	0.009306625653357124	0.008846548941772607	-0.017616482026810678	-0.0006117561791632809	0.0008812877497178799	0.010979473440053395	-0.014040308540322304	0.04224155714840992	0.0033633884551135806	0.07555146312418348	0.0014696526636417688	-0.017051990631603363	0.018253660594884688	-0.011052008297814905	-0.004786452680056362	-0.010338586293931327	0.017640548134277755	0.035112133313843545	0.022902982204958417	-0.006968867325986379	0.029281332897672204	-0.023003643196372554	0.002812425176357678	-0.03262100400143943	0.014796165591863465	0.008508053056174318	0.041657613585207906	-0.02758871022377109	0.01781310601442946	0.008902508714383172	0.021722882331101586	0.03350297475696095	0.0013656284670285194	0.01882341290061108	0.004885095002825154	-0.014010174420953394	-0.03355978994369269	0.01070535107191249	-0.015596630808197523	-0.009250383791919036	-0.01809456721121482	-0.003062803748654491	0.02656821796422401	0.026383690984293603	0.023491794015954106	0.004845293534893094	-0.022959214120384052	-0.0004350574692543491	0.02418266044095256	-0.0008981942444522729	0.005108224094541566	0.00601157642280994	0.03313418839232504	0.023057637836521382	0.01128893269592466	-0.014465451562816872	0.032067045456627974	-0.0036033430049925113	-0.019741789784369017	-0.003100514527728184	0.05460192941219471	-0.0030143137362808967
564	-0.2987348862531086	0.03793794900506774	-0.0035697715778333266	0.6377730347025216	0.014475407201111127	-0.016931479997383852	-0.0382436099297474	-0.01882625563341064	-0.01494543583297739	-0.04209732537356289	0.048130618851173916	-0.04520157730751809	0.06354865201862547	0.7792022796045218	0.023972947515379178	0.03309138625102022	0.1254986159914283	-0.007822751666744189	-0.03904471396858225	0.0006414164781307927	0.03186772314483279	-0.017398615579940012	-0.004452597516004252	0.1234946286975368	-0.009060567012645092	0.0299111205894413	0.11870848774943867	-0.11135595626148419	0.016974062579373065	0.00524742601556491	0.07344626691908779	0.032995514198416766	-0.011560703245682369	0.0268355536327092	0.011175635662467839	0.014720177400811798	-0.0282326083309691	0.03559687060021519	-0.0037560281888291127	-0.031157161866114415	-0.09629183225915611	0.00843402593263017	-0.01663771304424742	-0.04997575144425934	-0.007558047932327649	0.01580616401274165	-0.009142524868435864	0.004940008280834734	0.03504853649636039	0.02686906362839086	0.0079473030145495	-0.006761759902284008	0.05688085745225111	-0.013403384499068869	-0.00792951754774283	0.028846694175715053	0.05487645994671843	-0.000559742581924164	0.09888422100629268	0.06588269778901698	0.006126275118332982	0.004722676849634974	0.02012983042409188	-0.0036649639877933153	0.0011127918919858347	-0.017070718615624043	0.008996040817964106	-0.017853058951254747	0.007918276571156216	-0.002793107584564718	-0.024679442796124038	0.0224678035124083	0.007849980376038583	0.02128493368004655	-0.017411980562283744	0.059145185226584004	0.01737284752366613	0.006016545115315408	0.017668182324573792	0.0011688223698201243	-0.014414748490388343	-0.028016654851337846	0.00621753974756341	0.0174505351350281	0.02022354518839524	-0.024040598472291584	0.01699070588729183	0.012586948794232257	0.0204506421063102	0.0228663079629358	0.012018219256377177	0.0022289691209398457	0.026758681225016717	-0.018544797170902037	-0.009680972309883067	-0.003151548761730673	0.01901685572502839	-0.007550486824336215	-0.001364745514924451	0.04121744709492874	-0.014289118438440137	-0.009949519280038201	0.0013280670948116104	0.01728970862739513	0.021701810990541366	-0.011603844440275455	-0.010970792837823214	-0.0042931125872731546	0.0027570553262546405	0.0199777795365341	-0.0008556116963574045	-0.008101011606094376	-0.005082275034081737	0.008290814723135984	0.009067247544572355	-0.005950463569118173	-0.012212552655726803	0.01713078757469445	-0.006544079350309847	0.01967687811845187	0.01264144982844692	0.013954854397134401	-0.00215706822014026	9.407954670271835e-05	0.006578344380863204	0.0033585942195448726	0.03230984957941979	-0.016328099464199136
5936	-0.26446446234156934	0.022447081487848807	0.013384244353566664	0.5962035937721439	0.019578239394900172	-0.008994139056447222	0.01796472925485864	-0.03138835558844315	-0.02737618316694132	-0.0694974227457783	0.03856905167338093	-0.07502427981278464	0.05526342264592372	0.8025006586883195	-0.0012651568744932516	0.018321135983191184	0.14638203467671396	-0.012820022651191216	-0.03678852626229931	-0.015820310241397954	0.05918608391426503	-0.001041010254275868	-0.023702903585417424	0.11898435918335355	-0.009546717508105963	0.0022992624999956693	0.08894499488601798	-0.10993181189335936	0.010415678302376203	-0.0013880960903933609	0.07789962596955181	0.02102240483824356	0.0010272534194898228	-0.025163598162125614	0.006548821975568901	0.008896364795685598	-0.02068152751151262	-0.0042498299909876445	0.00407825867841075	0.03984413468703443	-0.09207916875605267	-0.0016580921269329933	-0.005402535318896465	-0.058291620970159407	0.012781474813003933	0.0334115273492857	0.004563413022231242	0.02680140034771988	0.035578639401364236	0.005610691358731868	0.025622155752598533	0.013939659316350349	0.008606481448961123	-4.394015498908133e-05	-0.0034297098896678498	0.03462570786456981	0.02451018180339409	0.010450529921382056	0.08963008689064843	0.05246827652335495	-0.01842868398249872	-0.0014044819529005	-0.005227687158599567	0.020015993931860255	-0.005389065551361621	-0.01329036438092911	0.0326999474068499	-0.02242120229700235	-0.0035001775556389404	0.013567268579047238	0.01937787022969715	0.031189619938660495	-0.01625864846515845	0.012405675985261011	0.018466644668505776	0.04532570319912821	0.006980744819490499	-0.014100119045738392	0.0003485833618382042	-0.003347842380549285	0.006337540776009513	-0.026346223010288078	-0.01940081112686571	0.03087915736379959	0.03615939673479493	-0.02091438462110288	0.02076012970289392	0.009125619068576013	0.015054608150805745	-0.015858728229409425	0.009861176805106129	0.021158155661427452	0.02963472635339337	-0.004383913822630782	0.013390890689547625	-0.0040796858511673185	0.0023131480026676843	0.007290079169007405	-0.014720534434072076	0.03086843702942857	0.0020404886038152227	-0.005296072220568613	-0.02945895228661641	-0.003810410070501312	0.008718485304241035	0.011886957123331413	-0.0221723344742321	0.008182702784167658	-0.009314608960205343	0.023519630549494134	-0.01569367445612113	0.01722489283779477	0.020234951743431102	-0.0015202825093460631	0.014665447458289313	-0.0001867818463289255	0.018354523526760536	-0.01036365192609013	-0.006063844009277594	0.03751697434581789	0.02355287015763625	0.0271389382475298	-0.012035407580177437	-0.011109790643704766	0.010384249507052773	-0.018356600252083678	0.03918347306136807	-0.020527587811328636
18	-0.25389731957144585	0.0011527266423257546	0.009262271212410128	0.6018102936632692	0.017311183743220986	-0.0019133254374146347	-0.0051627474221804925	-0.016884468755345713	-0.04913156161530108	-0.04806248732250021	0.03212234002597997	-0.0821970627313571	0.035816488316857215	0.7372947040612255	0.011742730491972247	0.005652206068934216	0.09625364536572538	0.0029337740255554706	-0.032553863544254276	-0.00967388053911361	0.06467307116054488	0.005056601153366382	-0.022505097049259782	0.10520039390216107	0.011343706431198858	0.005234021026044228	0.10622210991332731	-0.12326717913079979	0.008703971808222383	-0.001982385961396919	0.037117317718118	0.026685111702656965	-0.015147039443879235	0.0033367391929200792	-0.0029153648716085797	0.007924438476178304	-0.02988510624307553	0.010040628035314424	0.016040793710831586	-0.005528357050202958	-0.10145859866792808	-0.01037345318247002	-0.0007629844163431688	-0.030814055808655195	0.006376069470256422	-0.0008106093757037954	0.0024840315223895594	0.01993691141884997	0.04408766539623187	0.013795629581227266	0.010710676481876593	-0.022569621440476386	-0.022101583567845542	0.034694645749515335	0.00889468275304769	0.021955712145441675	0.04598333385791305	-0.00729266782137716	0.11233676449509594	0.056380341768957044	-0.008436749771515624	0.008002241173850545	-4.68145597748862e-05	0.0226716503793942	-0.011572155622620447	-0.0020789213089483912	-0.0005337950325966472	0.021570135514569756	0.013991242067149169	0.014310051979372877	0.018967848694561418	0.02136805419685148	0.011848290181799054	-0.006622318965112637	0.015595608113944365	0.06398032175626463	0.009383812701225087	-0.01165699647033502	0.020657666762810546	0.00010037965223182501	0.011537101133730262	-0.0251971774400271	-0.013428730369658075	-0.005428178878055204	0.014303813572667695	-0.018532152476923934	0.017423700406322715	-0.01848769289042669	0.01924595042137411	-0.014275164010869722	0.013409039344663504	0.01234112263148439	0.015003425153520418	-0.015723744616014966	-0.01810562810648005	0.002690126998902462	0.009362250650813767	0.014487218227762904	0.00038761330236294553	0.014235855791794729	0.00016939703724510005	-0.009345151605629974	-0.02509068861637579	-0.006246438610124146	-0.03133832547501617	-0.0070034096430393765	-0.00999087977185137	-0.013761546609245171	0.02685959719076474	0.03351298145127568	0.0016530610155942199	0.006149034901576416	-0.012439360720614915	0.02116332859093113	0.013697357675839319	5.564737820093364e-05	0.02065857736306127	-0.008006792195657206	-0.024660562978465746	0.0425038881355925	0.008914671223754847	0.011167918928324383	-0.029997792760286142	-0.0014331196684121263	-0.025178795180675898	-0.0292277314807697	0.02707313672527853	0.01729021939445637
6787	-0.2817529023260561	0.02131833583079173	-0.005655294682312127	0.6044740736424967	-0.007763886569954044	0.0014211840079441276	0.0036442492380645017	-0.01429489001075913	-0.05226548262569616	-0.06694866736259458	0.021652986834730357	-0.0896516992946209	0.05678767974028074	0.8087884367754073	0.01589069876707568	0.03749005924952403	0.14219006334744977	0.0030844235696554623	-0.022748875845842263	-0.03197361139668477	0.04892965499423739	-0.0022456999033691827	0.0021852734716309215	0.11457503395323634	0.01489089451736328	0.022387633268118955	0.11572242442077664	-0.12505627987754958	0.006918953102006745	-0.018983215617656757	0.0547172191179366	0.020960744444492953	-0.030486317825520828	0.00878686050979677	0.013907050362449618	0.032694651665644885	-0.006980727424920786	0.013446808613103853	0.0036227366621935366	-0.0012270634316838768	-0.04750358649767817	-0.004192246947039545	-0.014107410346207284	-0.04916434636827165	-0.013336039615110531	0.02737087032015148	0.007540789804385771	0.011575897364379606	0.04953683324912728	0.01788743948642914	0.04842297417976462	0.013138039736425845	0.006636926034250122	0.016948451394038364	0.01100687019313512	0.029899623151677938	0.05270746381135624	-0.006852073725455178	0.0738720974532975	0.04020591511055362	-0.012113829553870435	0.017317514138103788	0.016404990408021358	0.0015300431345878262	0.019998909407507287	0.02151831347818118	0.01903993031510073	-0.014864205383899176	0.010757558370053025	0.015515131180108109	-0.005030699742633138	0.014124798609685994	0.011075792584199887	0.015799632273505518	0.012265425207485284	0.011260503733227832	0.023761503750121826	0.0002904009501986228	0.005193991106802831	0.006326028009922935	0.004936256696467477	0.012366020912347888	0.014657604197134211	0.03951166958234548	0.024374211753642218	-0.03834979743418205	0.0006325694365119543	0.0013717702918076594	0.013835978368729265	-0.006718184738030988	0.011670518926317352	-0.004151574262594733	0.020372854560996915	0.002598924594724	-0.013174280729882465	-0.006727324638569	-0.018965719662944185	0.019004969882505978	-0.0005120253466788779	0.02990860116135214	0.002423430218654175	-0.018401053514156506	-0.008041565210187673	-0.006887144367237636	0.006576029524651309	0.009643136642486502	-0.03875962421234695	-0.018288943601438595	0.005934434691601305	0.0236649961963445	-0.006743567034798014	0.03474561356608552	0.0063085201285816225	0.010219701491311977	-0.001976230077656709	0.018508375699380013	0.0029474543895982625	0.012659334260568946	0.0035888030149630354	0.01945230872377103	-0.01394793226240334	-0.01636195118973505	0.006668848224525701	-0.00099339495506544	0.006855246968547385	-0.003943799976767824	0.029268413733405805	0.006657571541173139
8203	-0.2730065720250641	0.01973485684701683	-0.0019165973118040703	0.6043652681884512	0.0040652794303349315	-0.0015316961498907575	-0.014066769368300246	-0.020482524640807107	-0.026698905702126706	-0.06913719682968313	0.04007047336902356	-0.10407753461794157	0.043051030806550906	0.7635637055517851	0.012293880024656461	0.037487557783006276	0.12736555663122354	-0.014846163940967817	-0.03899918846892938	-0.017653477984886798	0.04218409507525052	-0.03673377754130289	-0.010391296783442666	0.13159981397260728	-1.1279500431931074e-05	0.004238661616514585	0.11546062219809448	-0.12345675273669951	0.01094704608175713	0.016255503071499554	0.060644330874319946	0.01127521503118631	-0.0338135107913831	-0.00936975750104392	0.004322002165045568	0.031144205479605884	-0.04108828793363207	0.04470166320665813	0.028636859604780143	-0.029719925484208688	-0.1055354053052247	0.005887540494853037	-0.003167276421740191	-0.04042422165223145	0.01557476161677558	0.01993300960283711	0.005298199259379611	0.013837453955743342	0.0022672906451360474	0.04205356934321859	0.03989087244510796	0.0031079651670670692	0.015403433333068373	0.004814264656116553	0.008943924467371274	0.03190449612024904	0.04243267374958551	0.0028131007133242593	0.12257250234645624	0.05351590456535756	0.0030665300314887565	0.02450764213129025	0.009849972987474125	0.0038888915656571338	-0.010085277956648838	0.003548959419187946	0.054866989042933335	-0.021377216401719155	0.007711866947521433	0.01153180446493732	0.023945732706225575	0.007639343340635709	-0.01575168896142525	0.006692144974763213	-0.02639187728635614	0.06485870568460467	0.010185645160521055	0.02059739692090687	0.009647978032007414	0.012629417962779811	-0.0071007914192785055	-0.010651126905073121	-0.0285297057784139	0.023052647969189197	0.02061545437158495	-0.023001444792854084	-0.006633508027132917	0.015003976414775693	-0.0018164713399255535	-0.011548223265781213	0.03248177020704956	0.002085679410147037	0.014743746702603366	-0.00957828435361171	0.012455844256721886	0.005800411288039257	0.004583455294624042	-0.019691029595835643	-0.009041786328811093	0.03087430402017615	0.01162719134732634	-0.016222267693226745	-0.017640089796262776	0.012692999249798052	0.0009014465166233403	0.007852408125657446	-0.026862955631136016	0.01217355897746041	0.008577294183942062	0.029225074682393683	-0.00029552678020528623	-0.013730088136409253	0.025563141302465422	0.011356169771552932	0.0029835050268696116	0.008549256696004785	-0.007345074571110044	0.02975860784996125	0.01179075197586732	0.0460118712216968	0.0247100944458354	-0.009937809928374624	0.02050042198335302	-0.008640514908064797	0.010676124601229306	-0.030884981073202367	0.052226026387779775	0.004106894453810496
3802	-0.2489402782011624	0.007742575396344246	-0.007887751839217184	0.5891460897418497	0.0060923342555733945	-0.006727916336532305	-0.02307320847326361	-0.018623895614768477	-0.05552523722733031	-0.062207332654795215	0.057663409519080916	-0.07722971046807839	0.04506868577557168	0.7864294663423702	0.017999938078050066	0.03430775738915091	0.12614545976979363	0.005218299202178184	-0.024186480108883635	-0.03146632617797136	0.05318641331418907	-0.01902965240922486	0.02117743243802065	0.12170147082179712	0.008683572673172848	0.02396105531454679	0.11113624117251251	-0.10046193560913112	-0.005773726929308571	-0.028965129174351584	0.06633782745469596	0.05165568181168443	-0.01604105134754552	-0.013318453731092847	0.019960889979789478	0.015044978785470791	-0.026445350252432956	0.01716411506881545	0.03010480741550192	-0.004283594463137758	-0.08749223765442576	-0.01120250518688591	0.03208034197674266	-0.029678461486281015	0.000504791683297293	0.026183154028075417	0.012879723038308073	0.019472942472928922	0.020769034772272654	-0.010701950540029918	0.0447123309409384	-0.0024730913927225686	0.027952330847329	0.0109381631697737	0.028361425010727498	0.04244723279901786	0.06165934040700544	0.03331232744732172	0.08896918682436133	0.0661243294678702	0.0074126700420712646	0.03928523050865161	0.008290993824094432	0.017254963335692063	0.008191195991591684	0.0047225422633284725	0.008684596824973424	-0.007465765353514024	-0.01976614535262086	0.03548387323177271	0.014055766809800418	0.01253820456509914	-0.010033119339503975	0.02801940691964446	-0.025626675136114937	0.06255374150650286	-0.009184751759392033	0.006721031226684265	0.01697293826865339	0.01370256489885397	0.03938134136303043	-0.0022665614065083897	-0.0019285770370939097	0.019110483150315258	0.026520940303778318	-0.028088898474275266	0.03313546486369126	-0.015545101467653795	0.023707084338866185	0.006630303841992687	0.015983591577819842	-0.002347112747011078	0.02267794258691453	-0.00304097827334286	-0.008171959673524257	-0.003750366326909414	0.02817702986563697	-0.004665977050102083	0.003942958190089808	0.044149216383398304	-0.008415309466997907	-0.013340152512336237	-0.0018998692615467055	0.0021218504974992213	-0.002787949128994802	0.02384557209484082	-0.028391499632617802	-0.00133655721929832	0.014646701631590582	0.03840801454180001	0.00969860280806491	0.0064626268079286345	-0.01298588034735015	0.002762137928865581	0.03466604241899252	-0.0012773333511601705	-0.009195341679083644	-0.005873212615624266	0.049427907868487365	0.013463265071500767	0.009859245392002818	0.0025067188973675256	0.015854164346282548	-0.003775734947074758	0.006998180320360571	-0.01646078355854842	0.04466358614736928	-0.018991020293909013
